Date,Open,High,Low,Close,Adj Close,Volume
2015-01-15,10550.0,12100.0,10000.0,12100.0,11022.0947265625,2005407
2015-01-16,11350.0,11400.0,10300.0,10300.0,9382.443359375,2381750
2015-01-19,10000.0,10150.0,9070.0,9250.0,8425.9814453125,1196264
2015-01-20,9360.0,9540.0,9120.0,9440.0,8599.0556640625,481674
2015-01-21,9490.0,10700.0,9380.0,10150.0,9245.806640625,1405838
2015-01-22,9990.0,11300.0,9900.0,10750.0,9792.3564453125,895489
2015-01-23,10950.0,11550.0,10850.0,11250.0,10247.8154296875,614494
2015-01-26,11400.0,11500.0,10550.0,10950.0,9974.541015625,394584
2015-01-27,10800.0,10900.0,9990.0,10100.0,9200.259765625,441450
2015-01-28,10000.0,10500.0,9610.0,10350.0,9427.990234375,327112
2015-01-29,10300.0,10650.0,9940.0,10100.0,9200.259765625,519715
2015-01-30,10100.0,11000.0,9960.0,10850.0,9883.4482421875,550249
2015-02-02,10950.0,11200.0,10700.0,10950.0,9974.541015625,304170
2015-02-03,11050.0,11300.0,10600.0,10850.0,9883.4482421875,274898
2015-02-04,10950.0,11900.0,10850.0,11550.0,10521.0908203125,658213
2015-02-05,11900.0,12450.0,11700.0,12250.0,11158.732421875,852867
2015-02-06,12400.0,12850.0,12000.0,12700.0,11568.6455078125,469652
2015-02-09,12700.0,13100.0,12250.0,12550.0,11432.0078125,370366
2015-02-10,12500.0,12550.0,11750.0,11900.0,10839.9111328125,275817
2015-02-11,12000.0,12200.0,11400.0,11750.0,10703.2744140625,413007
2015-02-12,11750.0,11950.0,11250.0,11400.0,10384.453125,262638
2015-02-13,11350.0,11950.0,11250.0,11600.0,10566.6357421875,312745
2015-02-16,11600.0,11650.0,11100.0,11100.0,10111.1787109375,247730
2015-02-17,11150.0,11650.0,11100.0,11600.0,10566.6357421875,199269
2015-02-23,11750.0,12000.0,11500.0,11900.0,10839.9111328125,199329
2015-02-24,11950.0,12300.0,11800.0,12200.0,11113.1865234375,205895
2015-02-25,12300.0,12300.0,11500.0,11650.0,10612.1826171875,312786
2015-02-26,11650.0,11850.0,11450.0,11700.0,10657.728515625,165497
2015-02-27,11750.0,12200.0,11600.0,11600.0,10566.6357421875,285913
2015-03-02,11750.0,12250.0,11600.0,12250.0,11158.732421875,271010
2015-03-03,12250.0,12600.0,12050.0,12400.0,11295.369140625,209820
2015-03-04,13100.0,14200.0,12850.0,13500.0,12297.3779296875,1322869
2015-03-05,13350.0,14000.0,13000.0,13900.0,12661.7451171875,380441
2015-03-06,13750.0,13800.0,13300.0,13600.0,12388.470703125,209608
2015-03-09,13450.0,13900.0,13300.0,13450.0,12251.8330078125,260910
2015-03-10,13450.0,13550.0,12650.0,13050.0,11887.466796875,284682
2015-03-11,12900.0,13250.0,12600.0,13000.0,11841.919921875,231376
2015-03-12,13000.0,13200.0,12800.0,13100.0,11933.0107421875,140091
2015-03-13,13150.0,13700.0,12800.0,13700.0,12479.5615234375,292737
2015-03-16,13850.0,14400.0,13550.0,13750.0,12525.1064453125,322459
2015-03-17,13850.0,14000.0,13450.0,13800.0,12570.6533203125,261052
2015-03-18,13750.0,14100.0,13600.0,13850.0,12616.19921875,267012
2015-03-19,14100.0,14400.0,13850.0,14000.0,12752.837890625,248090
2015-03-20,14000.0,14100.0,13400.0,13500.0,12297.3779296875,233486
2015-03-23,13650.0,13650.0,13250.0,13450.0,12251.8330078125,117551
2015-03-24,13500.0,13550.0,13000.0,13350.0,12160.740234375,194254
2015-03-25,13250.0,13400.0,12800.0,13000.0,11841.919921875,212569
2015-03-26,12900.0,12900.0,12300.0,12450.0,11340.9150390625,342404
2015-03-27,12450.0,12800.0,12200.0,12750.0,11614.1904296875,205022
2015-03-30,12700.0,12750.0,12400.0,12600.0,11477.552734375,139871
2015-03-31,12600.0,12700.0,12250.0,12400.0,11295.369140625,199018
2015-04-01,12400.0,12550.0,12050.0,12450.0,11340.9150390625,186622
2015-04-02,12400.0,12950.0,12400.0,12800.0,11659.736328125,204713
2015-04-03,12950.0,13000.0,12550.0,13000.0,11841.919921875,135360
2015-04-06,13050.0,13400.0,12850.0,13250.0,12069.6494140625,218446
2015-04-07,13400.0,13400.0,13050.0,13200.0,12024.103515625,92704
2015-04-08,13150.0,13150.0,12650.0,12950.0,11796.3740234375,174164
2015-04-09,12950.0,12950.0,12550.0,12650.0,11523.0986328125,120466
2015-04-10,12650.0,12850.0,12550.0,12700.0,11568.6455078125,102871
2015-04-13,12800.0,13200.0,12600.0,13200.0,12024.103515625,168624
2015-04-14,13250.0,13350.0,12750.0,12950.0,11796.3740234375,146817
2015-04-15,12850.0,12900.0,12550.0,12700.0,11568.6455078125,122982
2015-04-16,12700.0,13500.0,12600.0,13500.0,12297.3779296875,342394
2015-04-17,13500.0,13650.0,13100.0,13500.0,12297.3779296875,197621
2015-04-20,13400.0,13500.0,13150.0,13500.0,12297.3779296875,99348
2015-04-21,13600.0,13600.0,13250.0,13250.0,12069.6494140625,141232
2015-04-22,13250.0,13300.0,12500.0,12800.0,11659.736328125,145901
2015-04-23,12950.0,12950.0,12600.0,12750.0,11614.1904296875,123447
2015-04-24,12800.0,12950.0,12450.0,12700.0,11568.6455078125,99771
2015-04-27,12850.0,12950.0,12650.0,12750.0,11614.1904296875,82637
2015-04-28,13200.0,13600.0,13000.0,13050.0,11887.466796875,285836
2015-04-29,13000.0,13500.0,13000.0,13250.0,12069.6494140625,186731
2015-04-30,13350.0,13350.0,12800.0,12900.0,11750.8291015625,148059
2015-05-04,12850.0,13000.0,12650.0,12750.0,11614.1904296875,141976
2015-05-06,12650.0,12800.0,12450.0,12750.0,11614.1904296875,86593
