Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,1037.33642578125,1037.33642578125,921.698974609375,1008.9939575195312,920.4835815429688,9266
2000-01-05,1020.3309326171875,1020.3309326171875,997.6569213867188,997.6569213867188,910.1409912109375,880
2000-01-06,997.6569213867188,997.6569213867188,997.6569213867188,997.6569213867188,910.1409912109375,0
2000-01-07,931.9022827148438,974.98291015625,931.9022827148438,974.98291015625,889.4560546875,4633
2000-01-10,972.7155151367188,972.7155151367188,972.7155151367188,972.7155151367188,887.3875122070312,4633
2000-01-11,920.5652465820312,922.8326416015625,906.9608154296875,920.5652465820312,839.8119506835938,18533
2000-01-12,906.9608154296875,963.6458740234375,886.55419921875,963.6458740234375,879.1134643554688,4633
2000-01-13,850.2758178710938,850.2758178710938,850.2758178710938,850.2758178710938,775.6884765625,2224
2000-01-14,850.2758178710938,884.2868041992188,850.2758178710938,861.61279296875,786.0309448242188,27800
2000-01-17,895.6238403320312,895.6238403320312,895.6238403320312,895.6238403320312,817.0584716796875,4401
2000-01-18,895.6238403320312,895.6238403320312,895.6238403320312,895.6238403320312,817.0584716796875,1343
2000-01-19,795.858154296875,974.98291015625,795.858154296875,795.858154296875,726.0443115234375,27800
2000-01-20,759.5797119140625,761.8471069335938,759.5797119140625,761.8471069335938,695.0167846679688,2641
2000-01-21,798.1255493164062,841.2061767578125,668.8836059570312,841.2061767578125,767.4143676757812,2641
2000-01-24,838.9387817382812,940.9718627929688,838.9387817382812,940.9718627929688,858.4284057617188,37067
2000-01-25,952.3088989257812,952.3088989257812,861.61279296875,909.228271484375,829.469482421875,9266
2000-01-26,829.869140625,884.2868041992188,820.799560546875,884.2868041992188,806.7159423828125,4633
2000-01-27,829.869140625,829.869140625,802.6603393554688,825.3343505859375,752.9348754882812,13900
2000-01-28,764.114501953125,793.5907592773438,764.114501953125,793.5907592773438,723.975830078125,13900
2000-01-31,793.5907592773438,836.67138671875,793.5907592773438,836.67138671875,763.27734375,4633
2000-02-01,882.0194091796875,882.0194091796875,793.5907592773438,815.1310424804688,743.6266479492188,23167
2000-02-02,816.2647705078125,816.2647705078125,793.5907592773438,793.5907592773438,723.975830078125,9266
2000-02-03,791.3233032226562,838.9387817382812,770.9166870117188,798.1255493164062,728.11279296875,41700
2000-02-04,798.1255493164062,798.1255493164062,798.1255493164062,798.1255493164062,728.11279296875,0
2000-02-07,804.927734375,804.927734375,782.2537231445312,802.6603393554688,732.249755859375,32433
2000-02-08,804.927734375,804.927734375,802.6603393554688,802.6603393554688,732.249755859375,23167
2000-02-09,793.5907592773438,793.5907592773438,755.044921875,792.45703125,722.9415893554688,32433
2000-02-10,793.5907592773438,793.5907592773438,752.7775268554688,782.2537231445312,713.63330078125,9266
2000-02-11,750.5100708007812,764.114501953125,692.6913452148438,725.5686645507812,661.9207153320312,27800
2000-02-14,725.5686645507812,725.5686645507812,680.2206420898438,682.488037109375,622.6192016601562,69501
2000-02-15,680.2206420898438,691.5576171875,668.8836059570312,689.2902221679688,628.8245849609375,41700
2000-02-16,680.2206420898438,689.2902221679688,643.9421997070312,680.2206420898438,620.55078125,37067
2000-02-17,657.546630859375,680.2206420898438,657.546630859375,680.2206420898438,620.55078125,9266
2000-02-18,770.9166870117188,770.9166870117188,680.2206420898438,757.3123168945312,690.8798217773438,9266
2000-02-21,705.1620483398438,705.1620483398438,671.1510009765625,671.1510009765625,612.276611328125,9266
2000-02-22,671.1510009765625,700.6272583007812,657.546630859375,691.5576171875,630.8932495117188,32433
2000-02-23,711.9642333984375,759.5797119140625,702.8946533203125,725.5686645507812,661.9207153320312,18533
2000-02-24,779.986328125,779.986328125,680.2206420898438,723.30126953125,659.8521728515625,3984
2000-02-25,725.5686645507812,741.4404907226562,680.2206420898438,680.2206420898438,620.55078125,37067
2000-02-28,724.4349975585938,725.5686645507812,682.488037109375,684.7554321289062,624.687744140625,41700
2000-02-29,734.6383056640625,734.6383056640625,691.5576171875,693.8250732421875,632.9617309570312,27800
2000-03-01,693.8250732421875,693.8250732421875,693.8250732421875,693.8250732421875,632.9617309570312,0
2000-03-02,691.5576171875,718.7664794921875,659.8140258789062,702.8946533203125,641.2357788085938,37067
2000-03-03,702.8946533203125,725.5686645507812,680.2206420898438,680.2206420898438,620.55078125,64867
2000-03-06,680.2206420898438,759.5797119140625,680.2206420898438,759.5797119140625,692.9482421875,101934
2000-03-07,793.5907592773438,793.5907592773438,738.0393676757812,742.5741577148438,677.4344482421875,55600
2000-03-08,748.24267578125,750.5100708007812,748.24267578125,748.24267578125,682.6057739257812,32433
2000-03-09,743.7078857421875,759.5797119140625,707.429443359375,759.5797119140625,692.9482421875,74134
2000-03-10,759.5797119140625,793.5907592773438,759.5797119140625,793.5907592773438,723.975830078125,69501
2000-03-13,804.927734375,912.6293334960938,804.927734375,872.9498291015625,796.3734130859375,162169
2000-03-14,861.61279296875,861.61279296875,804.927734375,816.2647705078125,744.6608276367188,69501
2000-03-15,818.5321655273438,824.20068359375,784.5211181640625,784.5211181640625,715.7017211914062,92668
2000-03-16,784.5211181640625,813.9973754882812,762.9808349609375,813.9973754882812,742.5923461914062,23167
2000-03-17,813.9973754882812,818.5321655273438,783.387451171875,783.387451171875,714.6676025390625,55600
2000-03-20,755.044921875,793.5907592773438,755.044921875,793.5907592773438,723.975830078125,23167
2000-03-21,782.2537231445312,782.2537231445312,748.24267578125,766.3818969726562,699.15380859375,18533
2000-03-22,749.3764038085938,775.4515380859375,749.3764038085938,770.9166870117188,703.290771484375,4633
2000-03-23,793.5907592773438,793.5907592773438,739.173095703125,745.9752807617188,680.5372314453125,32433
2000-03-24,749.3764038085938,854.8106079101562,731.2371826171875,789.055908203125,719.8388061523438,199236
2000-03-27,811.72998046875,811.72998046875,761.8471069335938,766.3818969726562,699.15380859375,32433
2000-03-28,766.3818969726562,775.4515380859375,755.044921875,775.4515380859375,707.4278564453125,37067
2000-03-29,741.4404907226562,783.387451171875,741.4404907226562,777.7189331054688,709.4962768554688,37067
2000-03-30,752.7775268554688,759.5797119140625,748.24267578125,748.24267578125,682.6057739257812,13900
2000-03-31,728.9697875976562,748.24267578125,727.8360595703125,748.24267578125,682.6057739257812,4401
2000-04-03,748.24267578125,748.24267578125,731.2371826171875,731.2371826171875,667.0919799804688,23167
2000-04-04,727.8360595703125,727.8360595703125,668.8836059570312,684.7554321289062,624.687744140625,50967
2000-04-05,684.7554321289062,684.7554321289062,684.7554321289062,684.7554321289062,624.687744140625,0
2000-04-06,657.546630859375,680.2206420898438,657.546630859375,673.4183959960938,614.3451538085938,32433
2000-04-07,673.4183959960938,682.488037109375,673.4183959960938,682.488037109375,622.6192016601562,4633
2000-04-10,691.5576171875,779.986328125,691.5576171875,716.4990844726562,653.6467895507812,69501
2000-04-11,725.5686645507812,741.4404907226562,725.5686645507812,741.4404907226562,676.4002075195312,46334
2000-04-12,725.5686645507812,725.5686645507812,725.5686645507812,725.5686645507812,661.9207153320312,3104
2000-04-13,725.5686645507812,725.5686645507812,725.5686645507812,725.5686645507812,661.9207153320312,0
2000-04-14,725.5686645507812,736.9057006835938,725.5686645507812,736.9057006835938,672.2632446289062,18533
2000-04-17,641.6748046875,698.35986328125,628.0703735351562,646.2095947265625,589.5231323242188,32433
2000-04-18,691.5576171875,691.5576171875,650.744384765625,663.215087890625,605.036865234375,50967
2000-04-19,663.215087890625,758.4459838867188,663.215087890625,751.643798828125,685.7085571289062,111201
2000-04-20,717.6327514648438,747.1090087890625,716.4990844726562,736.9057006835938,672.2632446289062,60234
2000-04-21,748.24267578125,834.4039916992188,736.9057006835938,736.9057006835938,672.2632446289062,115835
2000-04-24,750.5100708007812,823.0669555664062,748.24267578125,793.5907592773438,723.975830078125,166802
2000-04-25,816.2647705078125,816.2647705078125,761.8471069335938,761.8471069335938,695.0167846679688,60234
2000-04-26,739.173095703125,779.986328125,739.173095703125,743.7078857421875,678.4688720703125,27800
2000-04-27,727.8360595703125,757.3123168945312,711.9642333984375,724.4349975585938,660.886474609375,27800
2000-04-28,726.702392578125,769.7830200195312,725.5686645507812,738.0393676757812,673.2974853515625,152902
2000-05-01,738.0393676757812,738.0393676757812,738.0393676757812,738.0393676757812,673.2974853515625,0
2000-05-02,722.1675415039062,745.9752807617188,722.1675415039062,744.8416137695312,679.5029907226562,4633
2000-05-03,718.7664794921875,745.9752807617188,718.7664794921875,744.8416137695312,679.5029907226562,13900
2000-05-04,744.8416137695312,744.8416137695312,727.8360595703125,730.1034545898438,666.0578002929688,92668
2000-05-05,730.1034545898438,730.1034545898438,730.1034545898438,730.1034545898438,666.0578002929688,0
2000-05-08,730.1034545898438,745.9752807617188,725.5686645507812,736.9057006835938,672.2632446289062,115835
2000-05-09,736.9057006835938,736.9057006835938,736.9057006835938,736.9057006835938,672.2632446289062,0
2000-05-10,755.044921875,789.055908203125,726.702392578125,736.9057006835938,672.2632446289062,32433
2000-05-11,736.9057006835938,736.9057006835938,736.9057006835938,736.9057006835938,672.2632446289062,0
2000-05-12,748.24267578125,748.24267578125,705.1620483398438,723.30126953125,659.8521728515625,106568
2000-05-15,739.173095703125,739.173095703125,699.4935302734375,722.1675415039062,658.8179931640625,111201
2000-05-16,722.1675415039062,732.370849609375,722.1675415039062,722.1675415039062,658.8179931640625,92668
2000-05-17,722.1675415039062,723.30126953125,722.1675415039062,722.1675415039062,658.8179931640625,27800
2000-05-18,722.1675415039062,725.5686645507812,722.1675415039062,722.1675415039062,658.8179931640625,37067
2000-05-19,713.0979614257812,713.0979614257812,713.0979614257812,713.0979614257812,650.5439453125,0
2000-05-22,713.0979614257812,713.0979614257812,672.2847290039062,713.0979614257812,650.5439453125,88034
2000-05-23,709.6968383789062,709.6968383789062,709.6968383789062,709.6968383789062,647.441162109375,4401
2000-05-24,637.1400146484375,690.4239501953125,637.1400146484375,690.4239501953125,629.8590698242188,9266
2000-05-25,659.8140258789062,758.4459838867188,659.8140258789062,684.7554321289062,624.687744140625,32433
2000-05-26,684.7554321289062,684.7554321289062,648.4769897460938,648.4769897460938,591.5916748046875,4633
2000-05-29,648.4769897460938,721.0338745117188,648.4769897460938,714.231689453125,651.578369140625,23167
2000-05-30,714.231689453125,714.231689453125,714.231689453125,714.231689453125,651.578369140625,0
2000-05-31,714.231689453125,714.231689453125,689.2902221679688,709.6968383789062,647.441162109375,50967
2000-06-01,732.370849609375,732.370849609375,724.4349975585938,724.4349975585938,660.886474609375,27800
2000-06-02,698.35986328125,718.7664794921875,698.35986328125,701.7609252929688,640.2015380859375,18533
2000-06-05,725.5686645507812,758.4459838867188,721.0338745117188,758.4459838867188,691.9140014648438,41700
2000-06-06,758.4459838867188,758.4459838867188,758.4459838867188,758.4459838867188,691.9140014648438,0
2000-06-07,732.370849609375,732.370849609375,653.0117797851562,702.8946533203125,641.2357788085938,92668
2000-06-08,711.9642333984375,730.1034545898438,702.8946533203125,714.231689453125,651.578369140625,189969
2000-06-09,724.4349975585938,724.4349975585938,691.5576171875,721.0338745117188,657.7836303710938,23167
2000-06-12,727.8360595703125,727.8360595703125,725.5686645507812,727.8360595703125,663.9891967773438,4633
2000-06-13,702.8946533203125,702.8946533203125,684.7554321289062,684.7554321289062,624.687744140625,32433
2000-06-14,684.7554321289062,702.8946533203125,684.7554321289062,691.5576171875,630.8932495117188,46334
2000-06-15,691.5576171875,693.8250732421875,691.5576171875,691.5576171875,630.8932495117188,78767
2000-06-16,692.6913452148438,692.6913452148438,691.5576171875,691.5576171875,630.8932495117188,1760
2000-06-19,668.8836059570312,702.8946533203125,668.8836059570312,671.1510009765625,612.276611328125,13900
2000-06-20,693.8250732421875,693.8250732421875,680.2206420898438,680.2206420898438,620.55078125,1343
2000-06-21,702.8946533203125,702.8946533203125,702.8946533203125,702.8946533203125,641.2357788085938,880
2000-06-22,702.8946533203125,714.231689453125,702.8946533203125,702.8946533203125,641.2357788085938,46334
