1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,label
0.3236156524230364,0.18659817330269116,0.0,0.0553900960993507,0.12537753872311833,0.2769713445812553,0.40524864072046485,0.5218749026861736,0.6734689810230252,0.9533556921582182,1.0,0.9212876721286971,0.8279992121472568,0.8629823651775316,0.793015903414859,0.653061960102888,0.5247901913890498,0.4664848844378842,0.6151635183697365,0.6005872305574764,0
0.18659817330269116,0.0,0.0553900960993507,0.12537753872311833,0.2769713445812553,0.40524864072046485,0.5218749026861736,0.6734689810230252,0.9533556921582182,1.0,0.9212876721286971,0.8279992121472568,0.8629823651775316,0.793015903414859,0.653061960102888,0.5247901913890498,0.4664848844378842,0.6151635183697365,0.6005872305574764,0.48980703835877504,1
0.0,0.0553900960993507,0.12537753872311833,0.2769713445812553,0.40524864072046485,0.5218749026861736,0.6734689810230252,0.9533556921582182,1.0,0.9212876721286971,0.8279992121472568,0.8629823651775316,0.793015903414859,0.653061960102888,0.5247901913890498,0.4664848844378842,0.6151635183697365,0.6005872305574764,0.48980703835877504,0.4985529044674053,1
0.0,0.07409137077090042,0.2345743439349009,0.37037357238836555,0.49383857257957153,0.654321834199911,0.9506205602448483,1.0,0.9166721336011087,0.8179134189229996,0.8549479163232662,0.7808787566905387,0.6327181850788622,0.4969248081682922,0.4352005908904497,0.5925974520898742,0.5771664389784629,0.45989031076802556,0.4691490175341893,0.5339595528168501,0
0.0,0.17332484880027166,0.31999075531259075,0.45333544645560503,0.6266606067945425,0.9466692088221875,1.0,0.9100042231291557,0.8033428187956262,0.8433408231679379,0.7633446364012192,0.6033282298849162,0.4566686431569796,0.3900052431957617,0.5599970288112293,0.5433312233264492,0.41667063878466787,0.42667022888879347,0.4966669145624342,0.47000142996248034,1
0.0,0.17741661437321224,0.3387190207047624,0.5483844014621203,0.9354876082819048,1.0,0.8911352582205524,0.7621106901314606,0.8104948762464826,0.7137262886693398,0.5201600416567423,0.3427510721055299,0.2621106901314602,0.467743804140952,0.44758376248421006,0.2943668859905078,0.3064630401928126,0.3911355812411999,0.358879277708603,0.5967685875771424,0
0.0,0.19609246813153394,0.4509789445920306,0.921573432134253,1.0,0.867655068553937,0.7108021946160828,0.7696219896185732,0.6519821378199527,0.4166670920813314,0.20099416134734716,0.10296108241198335,0.3529456038630269,0.32843739957759693,0.14217436634485683,0.15687944599229933,0.25981434904029727,0.2206009342106038,0.5097987395945209,0.3578472970788411,1
0.10382089772644969,0.38796294715485413,0.9125717219977227,1.0,0.8524646714304038,0.6776084072678583,0.7431794698485618,0.6120370528451459,0.3497128201671,0.10928520158184206,0.0,0.2786774537310031,0.2513562262960459,0.04371413900113862,0.06010705056731898,0.174856701925559,0.13114241700341586,0.4535340097355576,0.28414175758639654,0.39342710508924417,1
0.38796294715485413,0.9125717219977227,1.0,0.8524646714304038,0.6776084072678583,0.7431794698485618,0.6120370528451459,0.3497128201671,0.10928520158184206,0.0,0.2786774537310031,0.2513562262960459,0.04371413900113862,0.06010705056731898,0.174856701925559,0.13114241700341586,0.4535340097355576,0.28414175758639654,0.39342710508924417,0.45899831359094995,0
0.9125717219977227,1.0,0.8524646714304038,0.6776084072678583,0.7431794698485618,0.6120370528451459,0.3497128201671,0.10928520158184206,0.0,0.2786774537310031,0.2513562262960459,0.04371413900113862,0.06010705056731898,0.174856701925559,0.13114241700341586,0.4535340097355576,0.28414175758639654,0.39342710508924417,0.45899831359094995,0.44260540202477067,0
1.0,0.8524646714304038,0.6776084072678583,0.7431794698485618,0.6120370528451459,0.3497128201671,0.10928520158184206,0.0,0.2786774537310031,0.2513562262960459,0.04371413900113862,0.06010705056731898,0.174856701925559,0.13114241700341586,0.4535340097355576,0.28414175758639654,0.39342710508924417,0.45899831359094995,0.44260540202477067,0.3497128201671,0
1.0,0.7948815123691364,0.8718009024368534,0.7179617799505645,0.4102373176125821,0.12819909756314662,0.0,0.32690792131407953,0.29485823251100785,0.051279707495429615,0.0705097261877863,0.2051190011571459,0.15383912248628884,0.532026751295798,0.33331792754486506,0.4615171962834404,0.5384367575265823,0.5192067388342269,0.4102373176125821,0.3717776225787236,0
0.911769545256592,1.0,0.8235386978193318,0.4705630797879296,0.14705088880363068,0.0,0.3749800217002623,0.33821739767281916,0.05882043406022274,0.0808782440930009,0.23528193258781716,0.17646130218066824,0.6102617579411532,0.38233262504452165,0.52938371019508,0.6176143612854111,0.5955565512526345,0.4705630797879296,0.4264478524162256,0.17646130218066824,0
1.0,0.8378457083841838,0.5134884096891087,0.21620572215442152,0.08107732623555045,0.42565497038460676,0.39187296161871155,0.13512875677415584,0.15539817854686463,0.2972832288176144,0.2432316178513666,0.6418606925390283,0.43241144430884304,0.5675400206553578,0.6486171664632632,0.6283477446905558,0.5134884096891087,0.47294992699897587,0.2432316178513666,0.0,0
1.0,0.7241192510073244,0.4712666997326079,0.35633380558699823,0.6494128851588761,0.6206797383534646,0.40230702463003387,0.41954709686765684,0.5402268352211202,0.49425346271610515,0.8333057613310187,0.6551595759047505,0.7700926235123408,0.8390524520768919,0.82181237983927,0.7241192510073244,0.6896394134560374,0.49425346271610515,0.28737382356046526,0.0,0
0.9000034314171215,0.6800114077929492,0.5800151062464215,0.835005848763696,0.810006840136153,0.620013680272303,0.6350132456706404,0.7400095358681232,0.7000108283240659,0.9950001448672219,0.8400057038964751,0.9400021389611798,1.0,0.9850004346016635,0.9000034314171215,0.8700045676567982,0.7000108283240659,0.5200171116894233,0.26999017439743606,0.0,1
0.6800114077929492,0.5800151062464215,0.835005848763696,0.810006840136153,0.620013680272303,0.6350132456706404,0.7400095358681232,0.7000108283240659,0.9950001448672219,0.8400057038964751,0.9400021389611798,1.0,0.9850004346016635,0.9000034314171215,0.8700045676567982,0.7000108283240659,0.5200171116894233,0.26999017439743606,0.0,0.15499450772983517,1
